Horario;Dia;Data;Clube 1;Clube 2;Vencedor;Rodada;Arena;p1;p2;C1 Estado;C2 Estado;Vencedor Estado
20h30;Sábado;17/07/2004;Coritiba;Paysandu;-;16ª Rodada;Couto Pereira;1;1;PR;PA;Empate
20h30;Sábado;17/07/2004;Ponte Preta;Vasco;Ponte Preta;16ª Rodada;Moisés Lucarelli;3;2;SP;RJ;SP
20h30;Sábado;17/07/2004;São Paulo;Figueirense;São Paulo;16ª Rodada;Morumbi;2;1;SP;SC;SP
19h00;Terça-feira;20/07/2004;Grêmio;Paraná;Grêmio;17ª Rodada;Olímpico;4;0;RS;PR;RS
20h30;Terça-feira;20/07/2004;Corinthians;Internacional;-;17ª Rodada;Pacaembu;0;0;SP;RS;Empate
20h30;Terça-feira;20/07/2004;Juventude;Vitória;Juventude;17ª Rodada;Alfredo Jaconi;3;2;RS;ES;RS
20h30;Terça-feira;20/07/2004;Atlético-MG;Goiás;Goiás;17ª Rodada;Mineirão;0;2;MG;GO;GO
20h30;Terça-feira;20/07/2004;Guarani;Flamengo;Flamengo;17ª Rodada;Brinco de Ouro;0;1;SP;RJ;RJ
20h30;Terça-feira;20/07/2004;Figueirense;Coritiba;-;17ª Rodada;Orlando Scarpelli;1;1;SC;PR;Empate
20h30;Terça-feira;20/07/2004;Paysandu;Palmeiras;Paysandu;17ª Rodada;Mangueirão;1;0;PA;SP;PA
20h30;Terça-feira;20/07/2004;São Caetano;Ponte Preta;Ponte Preta;17ª Rodada;Anacleto Campanella;0;1;SP;SP;SP
20h30;Terça-feira;20/07/2004;Vasco;Cruzeiro;Vasco;17ª Rodada;São Januário;3;2;RJ;MG;RJ
21h45;Terça-feira;20/07/2004;Botafogo;São Paulo;Botafogo;17ª Rodada;Caio Martins;1;0;RJ;SP;RJ
21h45;Terça-feira;20/07/2004;Atlético-PR;Fluminense;Atlético-PR;17ª Rodada;Arena da Baixada;4;1;PR;RJ;PR
21h45;Terça-feira;20/07/2004;Santos;Criciúma;Santos;17ª Rodada;Vila Belmiro;5;2;SP;SC;SP
16h00;Sábado;24/07/2004;Fluminense;Corinthians;Fluminense;18ª Rodada;Maracanã;2;0;RJ;SP;RJ
16h00;Sábado;24/07/2004;Internacional;Juventude;Juventude;18ª Rodada;Beira Rio;1;2;RS;RS;RS
16h00;Sábado;24/07/2004;São Paulo;Vasco;São Paulo;18ª Rodada;Morumbi;1;0;SP;RJ;SP
16h00;Sábado;24/07/2004;Coritiba;Botafogo;Coritiba;18ª Rodada;Couto Pereira;1;0;PR;RJ;PR
16h00;Sábado;24/07/2004;Criciúma;Atlético-PR;Criciúma;18ª Rodada;Heriberto Hulse;4;1;SC;PR;SC
17h00;Sábado;24/07/2004;Vitória;Guarani;Vitória;18ª Rodada;Barradão;3;2;ES;SP;ES
18h00;Sábado;24/07/2004;Flamengo;Atlético-MG;-;18ª Rodada;Raulino de Oliveira;0;0;RJ;MG;Empate
18h00;Sábado;24/07/2004;Cruzeiro;São Caetano;São Caetano;18ª Rodada;Mineirão;0;1;MG;SP;SP
20h30;Sábado;24/07/2004;Goiás;Santos;-;18ª Rodada;Serra Dourada;3;3;GO;SP;Empate
20h30;Sábado;24/07/2004;Palmeiras;Figueirense;-;18ª Rodada;Parque Antártica;0;0;SP;SC;Empate
20h30;Sábado;24/07/2004;Ponte Preta;Grêmio;Ponte Preta;18ª Rodada;Moisés Lucarelli;1;0;SP;RS;SP
20h30;Sábado;24/07/2004;Paraná;Paysandu;Paraná;18ª Rodada;Pinheirão;2;0;PR;PA;PR
20h30;Quarta-feira;28/07/2004;Botafogo;Flamengo;-;19ª Rodada;Maracanã;0;0;RJ;RJ;Empate
20h30;Quarta-feira;28/07/2004;Corinthians;Cruzeiro;Corinthians;19ª Rodada;Pacaembu;1;0;SP;MG;SP
20h30;Quarta-feira;28/07/2004;Atlético-PR;Ponte Preta;Atlético-PR;19ª Rodada;Arena da Baixada;4;0;PR;SP;PR
20h30;Quarta-feira;28/07/2004;Grêmio;Vitória;Grêmio;19ª Rodada;Olímpico;4;0;RS;ES;RS
20h30;Quarta-feira;28/07/2004;Paysandu;Criciúma;-;19ª Rodada;Mangueirão;2;2;PA;SC;Empate
21h45;Quarta-feira;28/07/2004;Figueirense;Fluminense;Figueirense;19ª Rodada;Orlando Scarpelli;2;1;SC;RJ;SC
21h45;Quarta-feira;28/07/2004;Guarani;Palmeiras;Guarani;19ª Rodada;Brinco de Ouro;1;0;SP;SP;SP
21h45;Quarta-feira;28/07/2004;Juventude;São Paulo;São Paulo;19ª Rodada;Alfredo Jaconi;1;2;RS;SP;SP
20h30;Quinta-feira;29/07/2004;Vasco;Goiás;Vasco;19ª Rodada;São Januário;3;1;RJ;GO;RJ
20h30;Quinta-feira;29/07/2004;São Caetano;Internacional;São Caetano;19ª Rodada;Anacleto Campanella;2;0;SP;RS;SP
20h30;Quinta-feira;29/07/2004;Atlético-MG;Paraná;Atlético-MG;19ª Rodada;Mineirão;4;1;MG;PR;MG
20h30;Quinta-feira;29/07/2004;Santos;Coritiba;Santos;19ª Rodada;Vila Belmiro;4;2;SP;PR;SP
16h00;Sábado;31/07/2004;Fluminense;Cruzeiro;-;20ª Rodada;Maracanã;0;0;RJ;MG;Empate
16h00;Sábado;31/07/2004;Atlético-PR;Grêmio;-;20ª Rodada;Arena da Baixada;0;0;PR;RS;Empate
16h00;Domingo;01/08/2004;Flamengo;Palmeiras;Palmeiras;20ª Rodada;Raulino de Oliveira;0;1;RJ;SP;SP
16h00;Domingo;01/08/2004;Juventude;Vasco;-;20ª Rodada;Alfredo Jaconi;1;1;RS;RJ;Empate
16h00;Domingo;01/08/2004;Criciúma;Ponte Preta;Criciúma;20ª Rodada;Heriberto Hulse;3;1;SC;SP;SC
16h00;Domingo;01/08/2004;Corinthians;São Caetano;Corinthians;20ª Rodada;Pacaembu;2;0;SP;SP;SP
16h00;Domingo;01/08/2004;Santos;Paysandu;Santos;20ª Rodada;Vila Belmiro;6;0;SP;PA;SP
16h00;Domingo;01/08/2004;Atlético-MG;Figueirense;Atlético-MG;20ª Rodada;Independência;3;1;MG;SC;MG
17h00;Domingo;01/08/2004;Goiás;Paraná;Goiás;20ª Rodada;Serra Dourada;3;0;GO;PR;GO
17h00;Domingo;01/08/2004;Vitória;Coritiba;-;20ª Rodada;Barradão;2;2;ES;PR;Empate
18h00;Domingo;01/08/2004;Internacional;São Paulo;-;20ª Rodada;Beira Rio;1;1;RS;SP;Empate
18h00;Domingo;01/08/2004;Guarani;Botafogo;Botafogo;20ª Rodada;Brinco de Ouro;0;2;SP;RJ;RJ
20h30;Quarta-feira;04/08/2004;Ponte Preta;Fluminense;Ponte Preta;21ª Rodada;Moisés Lucarelli;3;2;SP;RJ;SP
20h30;Quarta-feira;04/08/2004;Palmeiras;Goiás;Goiás;21ª Rodada;Parque Antártica;0;3;SP;GO;GO
20h30;Quarta-feira;04/08/2004;Figueirense;Guarani;-;21ª Rodada;Orlando Scarpelli;1;1;SC;SP;Empate
20h30;Quarta-feira;04/08/2004;São Caetano;Atlético-PR;Atlético-PR;21ª Rodada;Anacleto Campanella;0;3;SP;PR;PR
20h30;Quarta-feira;04/08/2004;Paysandu;Atlético-MG;Paysandu;21ª Rodada;Mangueirão;2;1;PA;MG;PA
20h30;Quarta-feira;04/08/2004;Paraná;Criciúma;Criciúma;21ª Rodada;Pinheirão;0;3;PR;SC;SC
21h45;Quarta-feira;04/08/2004;Vasco;Corinthians;Corinthians;21ª Rodada;São Januário;1;3;RJ;SP;SP
21h45;Quarta-feira;04/08/2004;Coritiba;Flamengo;Coritiba;21ª Rodada;Couto Pereira;1;0;PR;RJ;PR
21h45;Quarta-feira;04/08/2004;Grêmio;Santos;Grêmio;21ª Rodada;Olímpico;3;1;RS;SP;RS
20h30;Quinta-feira;05/08/2004;Botafogo;Juventude;Juventude;21ª Rodada;Caio Martins;0;1;RJ;RS;RS
20h30;Quinta-feira;05/08/2004;Cruzeiro;Internacional;Cruzeiro;21ª Rodada;Mineirão;2;0;MG;RS;MG
20h30;Quinta-feira;05/08/2004;São Paulo;Vitória;São Paulo;21ª Rodada;Morumbi;2;1;SP;ES;SP
16h00;Sábado;07/08/2004;Fluminense;Paraná;Fluminense;22ª Rodada;Raulino de Oliveira;3;1;RJ;PR;RJ
16h00;Sábado;07/08/2004;Santos;São Caetano;São Caetano;22ª Rodada;Vila Belmiro;0;1;SP;SP;SP
16h00;Sábado;07/08/2004;Goiás;Coritiba;Coritiba;22ª Rodada;Serra Dourada;1;2;GO;PR;PR
18h00;Sábado;07/08/2004;Atlético-MG;Grêmio;Atlético-MG;22ª Rodada;Independência;3;0;MG;RS;MG
16h00;Domingo;08/08/2004;Flamengo;São Paulo;Flamengo;22ª Rodada;Raulino de Oliveira;1;0;RJ;SP;RJ
16h00;Domingo;08/08/2004;Corinthians;Botafogo;-;22ª Rodada;Pacaembu;2;2;SP;RJ;Empate
16h00;Domingo;08/08/2004;Internacional;Ponte Preta;Ponte Preta;22ª Rodada;Beira Rio;1;2;RS;SP;SP
16h00;Domingo;08/08/2004;Guarani;Paysandu;-;22ª Rodada;Brinco de Ouro;0;0;SP;PA;Empate
16h00;Domingo;08/08/2004;Juventude;Figueirense;-;22ª Rodada;Alfredo Jaconi;0;0;RS;SC;Empate
17h00;Domingo;08/08/2004;Vitória;Cruzeiro;Vitória;22ª Rodada;Barradão;3;2;ES;MG;ES
18h00;Domingo;08/08/2004;Criciúma;Palmeiras;Palmeiras;22ª Rodada;Heriberto Hulse;1;2;SC;SP;SP
18h00;Domingo;08/08/2004;Atlético-PR;Vasco;Atlético-PR;22ª Rodada;Arena da Baixada;2;0;PR;RJ;PR
20h30;Quarta-feira;11/08/2004;São Paulo;Goiás;São Paulo;23ª Rodada;Morumbi;4;0;SP;GO;SP
20h30;Quarta-feira;11/08/2004;Paraná;Internacional;Internacional;23ª Rodada;Pinheirão;1;2;PR;RS;RS
20h30;Quarta-feira;11/08/2004;Ponte Preta;Vitória;Ponte Preta;23ª Rodada;Moisés Lucarelli;1;0;SP;ES;SP
20h30;Quarta-feira;11/08/2004;Grêmio;Guarani;-;23ª Rodada;Olímpico;1;1;RS;SP;Empate
20h30;Quarta-feira;11/08/2004;Paysandu;Juventude;Juventude;23ª Rodada;Mangueirão;0;1;PA;RS;RS
21h45;Quarta-feira;11/08/2004;Figueirense;Corinthians;Corinthians;23ª Rodada;Orlando Scarpelli;0;1;SC;SP;SP
21h45;Quarta-feira;11/08/2004;Cruzeiro;Flamengo;Cruzeiro;23ª Rodada;Mineirão;2;0;MG;RJ;MG
21h45;Quarta-feira;11/08/2004;Vasco;Santos;Santos;23ª Rodada;São Januário;2;3;RJ;SP;SP
20h30;Quinta-feira;12/08/2004;Botafogo;Atlético-PR;-;23ª Rodada;Caio Martins;1;1;RJ;PR;Empate
20h30;Quinta-feira;12/08/2004;São Caetano;Atlético-MG;-;23ª Rodada;Anacleto Campanella;1;1;SP;MG;Empate
20h30;Quinta-feira;12/08/2004;Coritiba;Criciúma;Coritiba;23ª Rodada;Couto Pereira;1;0;PR;SC;PR
20h30;Quinta-feira;12/08/2004;Palmeiras;Fluminense;Palmeiras;23ª Rodada;Parque Antártica;3;2;SP;RJ;SP
16h00;Sábado;14/08/2004;Internacional;Figueirense;Internacional;24ª Rodada;Beira Rio;4;0;RS;SC;RS
16h00;Sábado;14/08/2004;Juventude;Cruzeiro;Juventude;24ª Rodada;Alfredo Jaconi;1;0;RS;MG;RS
18h00;Sábado;14/08/2004;Flamengo;Grêmio;Flamengo;24ª Rodada;Maracanã;3;0;RJ;RS;RJ
18h00;Sábado;14/08/2004;Corinthians;Ponte Preta;Corinthians;24ª Rodada;Pacaembu;2;0;SP;SP;SP
16h00;Domingo;15/08/2004;Criciúma;Vasco;Criciúma;24ª Rodada;Heriberto Hulse;1;0;SC;RJ;SC
16h00;Domingo;15/08/2004;Atlético-MG;Palmeiras;Palmeiras;24ª Rodada;Mineirão;1;2;MG;SP;SP
16h00;Domingo;15/08/2004;Fluminense;Paysandu;-;24ª Rodada;Maracanã;1;1;RJ;PA;Empate
16h00;Domingo;15/08/2004;Goiás;Botafogo;Goiás;24ª Rodada;Serra Dourada;3;1;GO;RJ;GO
16h00;Domingo;15/08/2004;Guarani;Coritiba;-;24ª Rodada;Brinco de Ouro;0;0;SP;PR;Empate
17h00;Domingo;15/08/2004;Vitória;São Caetano;São Caetano;24ª Rodada;Barradão;1;2;ES;SP;SP
18h00;Domingo;15/08/2004;Santos;Paraná;Santos;24ª Rodada;Vila Belmiro;5;1;SP;PR;SP
18h00;Domingo;15/08/2004;Atlético-PR;São Paulo;Atlético-PR;24ª Rodada;Arena da Baixada;1;0;PR;SP;PR
20h30;Quarta-feira;18/08/2004;Grêmio;Juventude;Juventude;25ª Rodada;Olímpico;2;4;RS;RS;RS
20h30;Quarta-feira;18/08/2004;Figueirense;Atlético-PR;-;25ª Rodada;Orlando Scarpelli;1;1;SC;PR;Empate
20h30;Quarta-feira;18/08/2004;São Caetano;Guarani;São Caetano;25ª Rodada;Anacleto Campanella;3;0;SP;SP;SP
20h30;Quarta-feira;18/08/2004;Cruzeiro;Goiás;Goiás;25ª Rodada;Mineirão;1;3;MG;GO;GO
20h30;Quarta-feira;18/08/2004;Palmeiras;Internacional;Palmeiras;25ª Rodada;Parque Antártica;3;1;SP;RS;SP
20h30;Quarta-feira;18/08/2004;Paraná;Vitória;Paraná;25ª Rodada;Pinheirão;4;1;PR;ES;PR
21h50;Quarta-feira;18/08/2004;Botafogo;Santos;Botafogo;25ª Rodada;Caio Martins;2;0;RJ;SP;RJ
21h50;Quarta-feira;18/08/2004;Paysandu;Corinthians;Paysandu;25ª Rodada;Mangueirão;2;1;PA;SP;PA
21h50;Quarta-feira;18/08/2004;Ponte Preta;Flamengo;Ponte Preta;25ª Rodada;Moisés Lucarelli;1;0;SP;RJ;SP
20h30;Quinta-feira;19/08/2004;Coritiba;Fluminense;Coritiba;25ª Rodada;Couto Pereira;2;0;PR;RJ;PR
20h30;Quinta-feira;19/08/2004;Vasco;Atlético-MG;Vasco;25ª Rodada;São Januário;3;0;RJ;MG;RJ
20h30;Quinta-feira;19/08/2004;São Paulo;Criciúma;São Paulo;25ª Rodada;Morumbi;2;0;SP;SC;SP
16h00;Sábado;21/08/2004;Flamengo;Paraná;Flamengo;26ª Rodada;Raulino de Oliveira;2;1;RJ;PR;RJ
16h00;Sábado;21/08/2004;Corinthians;Grêmio;-;26ª Rodada;Pacaembu;1;1;SP;RS;Empate
15h30;Domingo;22/08/2004;Santos;Figueirense;Santos;26ª Rodada;Wilson de Barros;4;1;SP;SC;SP
16h00;Domingo;22/08/2004;Fluminense;São Paulo;Fluminense;26ª Rodada;Raulino de Oliveira;1;0;RJ;SP;RJ
16h00;Domingo;22/08/2004;Guarani;Vasco;-;26ª Rodada;Brinco de Ouro;1;1;SP;RJ;Empate
16h00;Domingo;22/08/2004;Criciúma;Cruzeiro;Cruzeiro;26ª Rodada;Heriberto Hulse;1;2;SC;MG;MG
16h00;Domingo;22/08/2004;Internacional;Coritiba;-;26ª Rodada;Beira Rio;1;1;RS;PR;Empate
16h00;Domingo;22/08/2004;Atlético-PR;Paysandu;Atlético-PR;26ª Rodada;Arena da Baixada;2;0;PR;PA;PR
16h00;Domingo;22/08/2004;Goiás;Ponte Preta;Goiás;26ª Rodada;Serra Dourada;5;0;GO;SP;GO
16h00;Domingo;22/08/2004;Juventude;São Caetano;-;26ª Rodada;Alfredo Jaconi;2;2;RS;SP;Empate
18h00;Domingo;22/08/2004;Vitória;Palmeiras;-;26ª Rodada;Barradão;2;2;ES;SP;Empate
18h00;Domingo;22/08/2004;Atlético-MG;Botafogo;-;26ª Rodada;Mineirão;1;1;MG;RJ;Empate
16h00;Sábado;28/08/2004;Botafogo;Criciúma;-;27ª Rodada;Caio Martins;1;1;RJ;SC;Empate
16h00;Sábado;28/08/2004;Paraná;Juventude;Juventude;27ª Rodada;Pinheirão;1;2;PR;RS;RS
16h00;Sábado;28/08/2004;São Paulo;Guarani;-;27ª Rodada;Morumbi;3;3;SP;SP;Empate
18h00;Sábado;28/08/2004;Grêmio;Goiás;-;27ª Rodada;Olímpico;1;1;RS;GO;Empate
18h00;Sábado;28/08/2004;Paysandu;Internacional;Paysandu;27ª Rodada;Mangueirão;2;1;PA;RS;PA
16h00;Domingo;29/08/2004;São Caetano;Flamengo;Flamengo;27ª Rodada;Anacleto Campanella;0;1;SP;RJ;RJ
16h00;Domingo;29/08/2004;Palmeiras;Corinthians;Corinthians;27ª Rodada;Morumbi;0;1;SP;SP;SP
16h00;Domingo;29/08/2004;Vasco;Fluminense;-;27ª Rodada;Maracanã;1;1;RJ;RJ;Empate
16h00;Domingo;29/08/2004;Coritiba;Atlético-PR;Atlético-PR;27ª Rodada;Couto Pereira;1;2;PR;PR;PR
16h00;Domingo;29/08/2004;Figueirense;Vitória;Figueirense;27ª Rodada;Orlando Scarpelli;2;1;SC;ES;SC
18h00;Domingo;29/08/2004;Ponte Preta;Atlético-MG;-;27ª Rodada;Moisés Lucarelli;1;1;SP;MG;Empate
18h00;Domingo;29/08/2004;Cruzeiro;Santos;-;27ª Rodada;Mineirão;4;4;MG;SP;Empate
20h30;Quarta-feira;01/09/2004;Fluminense;Internacional;Fluminense;28ª Rodada;Maracanã;3;1;RJ;RS;RJ
20h30;Quarta-feira;01/09/2004;São Paulo;Coritiba;Coritiba;28ª Rodada;Morumbi;2;3;SP;PR;PR
20h30;Quarta-feira;01/09/2004;Cruzeiro;Paraná;Paraná;28ª Rodada;Mineirão;1;4;MG;PR;PR
20h30;Quarta-feira;01/09/2004;Figueirense;Goiás;Figueirense;28ª Rodada;Orlando Scarpelli;3;2;SC;GO;SC
20h30;Quarta-feira;01/09/2004;Criciúma;São Caetano;São Caetano;28ª Rodada;Heriberto Hulse;0;4;SC;SP;SP
21h50;Quarta-feira;01/09/2004;Corinthians;Atlético-MG;Corinthians;28ª Rodada;Pacaembu;1;0;SP;MG;SP
21h50;Quarta-feira;01/09/2004;Ponte Preta;Palmeiras;-;28ª Rodada;Moisés Lucarelli;0;0;SP;SP;Empate
21h50;Quarta-feira;01/09/2004;Juventude;Santos;Santos;28ª Rodada;Alfredo Jaconi;1;2;RS;SP;SP
20h30;Quinta-feira;02/09/2004;Flamengo;Vitória;Flamengo;28ª Rodada;Raulino de Oliveira;2;0;RJ;ES;RJ
20h30;Quinta-feira;02/09/2004;Atlético-PR;Guarani;Atlético-PR;28ª Rodada;Arena da Baixada;2;0;PR;SP;PR
20h30;Quinta-feira;02/09/2004;Paysandu;Botafogo;Paysandu;28ª Rodada;Mangueirão;2;0;PA;RJ;PA
20h30;Quinta-feira;02/09/2004;Grêmio;Vasco;Vasco;28ª Rodada;Olímpico;1;2;RS;RJ;RJ
16h00;Terça-feira;07/09/2004;Vasco;Paysandu;Paysandu;29ª Rodada;São Januário;0;1;RJ;PA;PA
16h00;Terça-feira;07/09/2004;Palmeiras;Cruzeiro;Cruzeiro;29ª Rodada;Parque Antártica;1;3;SP;MG;MG
20h30;Quarta-feira;08/09/2004;Paraná;São Paulo;São Paulo;29ª Rodada;Pinheirão;0;2;PR;SP;SP
20h30;Quarta-feira;08/09/2004;Atlético-MG;Juventude;-;29ª Rodada;Mineirão;1;1;MG;RS;Empate
20h30;Quarta-feira;08/09/2004;Goiás;Criciúma;Goiás;29ª Rodada;Serra Dourada;2;1;GO;SC;GO
20h30;Quarta-feira;08/09/2004;São Caetano;Figueirense;São Caetano;29ª Rodada;Anacleto Campanella;1;0;SP;SC;SP
21h50;Quarta-feira;08/09/2004;Santos;Atlético-PR;-;29ª Rodada;Vila Belmiro;1;1;SP;PR;Empate
21h50;Quarta-feira;08/09/2004;Internacional;Flamengo;-;29ª Rodada;Beira Rio;0;0;RS;RJ;Empate
21h50;Quarta-feira;08/09/2004;Guarani;Corinthians;Corinthians;29ª Rodada;Brinco de Ouro;0;1;SP;SP;SP
20h30;Quinta-feira;09/09/2004;Vitória;Fluminense;Fluminense;29ª Rodada;Barradão;2;3;ES;RJ;RJ
20h30;Quinta-feira;09/09/2004;Botafogo;Grêmio;Botafogo;29ª Rodada;Caio Martins;2;1;RJ;RS;RJ
20h30;Quinta-feira;09/09/2004;Coritiba;Ponte Preta;Coritiba;29ª Rodada;Couto Pereira;2;0;PR;SP;PR
16h00;Sábado;11/09/2004;São Paulo;Cruzeiro;-;30ª Rodada;Pacaembu;0;0;SP;MG;Empate
16h00;Sábado;11/09/2004;Vasco;São Caetano;São Caetano;30ª Rodada;Maracanã;1;2;RJ;SP;SP
16h00;Sábado;11/09/2004;Guarani;Juventude;Guarani;30ª Rodada;Brinco de Ouro;3;1;SP;RS;SP
18h00;Sábado;11/09/2004;Goiás;Internacional;Goiás;30ª Rodada;Serra Dourada;1;0;GO;RS;GO
16h00;Domingo;12/09/2004;Fluminense;Flamengo;Fluminense;30ª Rodada;Maracanã;2;1;RJ;RJ;RJ
16h00;Domingo;12/09/2004;Palmeiras;Santos;Santos;30ª Rodada;Pacaembu;1;2;SP;SP;SP
16h00;Domingo;12/09/2004;Figueirense;Botafogo;Figueirense;30ª Rodada;Orlando Scarpelli;3;1;SC;RJ;SC
16h00;Domingo;12/09/2004;Atlético-PR;Corinthians;Atlético-PR;30ª Rodada;Arena da Baixada;3;1;PR;SP;PR
16h00;Domingo;12/09/2004;Ponte Preta;Paraná;Paraná;30ª Rodada;Moisés Lucarelli;0;2;SP;PR;PR
16h00;Domingo;12/09/2004;Vitória;Criciúma;Vitória;30ª Rodada;Barradão;1;0;ES;SC;ES
18h00;Domingo;12/09/2004;Grêmio;Paysandu;-;30ª Rodada;Olímpico;1;1;RS;PA;Empate
18h00;Domingo;12/09/2004;Atlético-MG;Coritiba;Atlético-MG;30ª Rodada;Mineirão;2;1;MG;PR;MG
16h00;Sábado;18/09/2004;São Caetano;Grêmio;São Caetano;31ª Rodada;Anacleto Campanella;2;0;SP;RS;SP
16h00;Sábado;18/09/2004;Paraná;Guarani;-;31ª Rodada;Pinheirão;0;0;PR;SP;Empate
18h00;Sábado;18/09/2004;Santos;Atlético-MG;Santos;31ª Rodada;Vila Belmiro;2;0;SP;MG;SP
18h00;Sábado;18/09/2004;Criciúma;Fluminense;Fluminense;31ª Rodada;Heriberto Hulse;0;2;SC;RJ;RJ
16h00;Domingo;19/09/2004;Flamengo;Goiás;Flamengo;31ª Rodada;Raulino de Oliveira;4;0;RJ;GO;RJ
16h00;Domingo;19/09/2004;Corinthians;São Paulo;-;31ª Rodada;Morumbi;0;0;SP;SP;Empate
16h00;Domingo;19/09/2004;Internacional;Vitória;Internacional;31ª Rodada;Beira Rio;2;1;RS;ES;RS
16h00;Domingo;19/09/2004;Botafogo;Vasco;-;31ª Rodada;Maracanã;2;2;RJ;RJ;Empate
16h00;Domingo;19/09/2004;Juventude;Ponte Preta;Ponte Preta;31ª Rodada;Alfredo Jaconi;1;2;RS;SP;SP
16h00;Domingo;19/09/2004;Paysandu;Figueirense;Paysandu;31ª Rodada;Mangueirão;3;1;PA;SC;PA
18h00;Domingo;19/09/2004;Cruzeiro;Atlético-PR;Atlético-PR;31ª Rodada;Mineirão;2;4;MG;PR;PR
18h00;Domingo;19/09/2004;Coritiba;Palmeiras;-;31ª Rodada;Couto Pereira;0;0;PR;SP;Empate
20h30;Sexta-feira;24/09/2004;Figueirense;Ponte Preta;Ponte Preta;32ª Rodada;Orlando Scarpelli;0;1;SC;SP;SP
16h00;Sábado;25/09/2004;Paysandu;Cruzeiro;Paysandu;32ª Rodada;Mangueirão;3;1;PA;MG;PA
16h00;Sábado;25/09/2004;Atlético-MG;Internacional;-;32ª Rodada;Mineirão;1;1;MG;RS;Empate
16h00;Sábado;25/09/2004;São Caetano;Coritiba;São Caetano;32ª Rodada;Anacleto Campanella;1;0;SP;PR;SP
18h00;Sábado;25/09/2004;Guarani;Fluminense;-;32ª Rodada;Brinco de Ouro;1;1;SP;RJ;Empate
18h00;Sábado;25/09/2004;Grêmio;São Paulo;Grêmio;32ª Rodada;Olímpico;2;1;RS;SP;RS
16h00;Domingo;26/09/2004;Vasco;Palmeiras;Palmeiras;32ª Rodada;São Januário;2;5;RJ;SP;SP
16h00;Domingo;26/09/2004;Atlético-PR;Flamengo;Atlético-PR;32ª Rodada;Arena da Baixada;2;1;PR;RJ;PR
16h00;Domingo;26/09/2004;Corinthians;Goiás;Corinthians;32ª Rodada;Pacaembu;1;0;SP;GO;SP
16h00;Domingo;26/09/2004;Juventude;Criciúma;Juventude;32ª Rodada;Alfredo Jaconi;1;0;RS;SC;RS
18h00;Domingo;26/09/2004;Botafogo;Paraná;Botafogo;32ª Rodada;Caio Martins;4;3;RJ;PR;RJ
18h00;Domingo;26/09/2004;Santos;Vitória;Santos;32ª Rodada;Vila Belmiro;4;1;SP;ES;SP
20h30;Terça-feira;28/09/2004;São Paulo;Paysandu;São Paulo;33ª Rodada;Morumbi;7;0;SP;PA;SP
20h30;Terça-feira;28/09/2004;Coritiba;Grêmio;Coritiba;33ª Rodada;Couto Pereira;2;1;PR;RS;PR
20h30;Terça-feira;28/09/2004;Fluminense;Atlético-MG;-;33ª Rodada;Maracanã;1;1;RJ;MG;Empate
20h30;Terça-feira;28/09/2004;Cruzeiro;Figueirense;-;33ª Rodada;Mineirão;3;3;MG;SC;Empate
20h30;Quarta-feira;29/09/2004;Palmeiras;São Caetano;Palmeiras;33ª Rodada;Parque Antártica;3;1;SP;SP;SP
20h30;Quarta-feira;29/09/2004;Paraná;Vasco;Paraná;33ª Rodada;Pinheirão;2;1;PR;RJ;PR
20h30;Quarta-feira;29/09/2004;Criciúma;Guarani;-;33ª Rodada;Heriberto Hulse;1;1;SC;SP;Empate
20h30;Quarta-feira;29/09/2004;Vitória;Atlético-PR;Atlético-PR;33ª Rodada;Barradão;2;3;ES;PR;PR
20h30;Quarta-feira;29/09/2004;Goiás;Juventude;Juventude;33ª Rodada;Serra Dourada;1;2;GO;RS;RS
21h50;Quarta-feira;29/09/2004;Internacional;Santos;Internacional;33ª Rodada;Beira Rio;2;1;RS;SP;RS
21h50;Quarta-feira;29/09/2004;Ponte Preta;Botafogo;-;33ª Rodada;Moisés Lucarelli;1;1;SP;RJ;Empate
21h50;Quarta-feira;29/09/2004;Flamengo;Corinthians;-;33ª Rodada;Maracanã;0;0;RJ;SP;Empate
15h30;Sábado;02/10/2004;Vasco;Internacional;Vasco;34ª Rodada;São Januário;2;0;RJ;RS;RJ
16h00;Sábado;02/10/2004;São Paulo;Palmeiras;São Paulo;34ª Rodada;Morumbi;2;1;SP;SP;SP
16h00;Sábado;02/10/2004;Fluminense;Botafogo;Botafogo;34ª Rodada;Maracanã;1;4;RJ;RJ;RJ
16h00;Sábado;02/10/2004;Atlético-PR;Atlético-MG;Atlético-PR;34ª Rodada;Arena da Baixada;5;0;PR;MG;PR
16h00;Sábado;02/10/2004;São Caetano;Goiás;São Caetano;34ª Rodada;Anacleto Campanella;2;0;SP;GO;SP
16h00;Sábado;02/10/2004;Figueirense;Flamengo;Figueirense;34ª Rodada;Orlando Scarpelli;3;2;SC;RJ;SC
17h00;Sábado;02/10/2004;Vitória;Paysandu;Vitória;34ª Rodada;Barradão;4;1;ES;PA;ES
18h00;Sábado;02/10/2004;Cruzeiro;Ponte Preta;Cruzeiro;34ª Rodada;Mineirão;5;0;MG;SP;MG
18h00;Sábado;02/10/2004;Guarani;Santos;Santos;34ª Rodada;Brinco de Ouro;0;1;SP;SP;SP
20h30;Sábado;02/10/2004;Grêmio;Criciúma;Grêmio;34ª Rodada;Olímpico;2;0;RS;SC;RS
