Horario;Dia;Data;Clube 1;Clube 2;Vencedor;Rodada;Arena;p1;p2;C1 Estado;C2 Estado;Vencedor Estado
18:30;Sábado;19/10/2013;Náutico;Santos;Santos;30ª Rodada;Arena Pernambuco;1;5;PE;SP;SP
21:00;Sábado;19/10/2013;Corinthians;Criciúma;Corinthians;30ª Rodada;Novelli Júnior;1;0;SP;SC;SP
17:00;Domingo;20/10/2013;Atlético-MG;Flamengo;Atlético-MG;30ª Rodada;Independência;1;0;MG;RJ;MG
17:00;Domingo;20/10/2013;Bahia;São Paulo;São Paulo;30ª Rodada;Fonte Nova;0;1;BH;SP;SP
17:00;Domingo;20/10/2013;Goiás;Atlético-PR;Goiás;30ª Rodada;Serra Dourada;3;0;GO;PR;GO
17:00;Domingo;20/10/2013;Internacional;Grêmio;-;30ª Rodada;Centenário (RS);2;2;RS;RS;Empate
19:30;Domingo;20/10/2013;Botafogo;Vasco;-;30ª Rodada;Maracanã;2;2;RJ;RJ;Empate
19:30;Domingo;20/10/2013;Coritiba;Cruzeiro;Coritiba;30ª Rodada;Couto Pereira;2;1;PR;MG;PR
19:30;Domingo;20/10/2013;Portuguesa;Vitória;-;30ª Rodada;Canindé;1;1;SP;ES;Empate
19:30;Sábado;26/10/2013;Botafogo;Atlético-MG;Botafogo;31ª Rodada;Maracanã;1;0;RJ;MG;RJ
19:30;Sábado;26/10/2013;Cruzeiro;Criciúma;Cruzeiro;31ª Rodada;Mineirão;5;3;MG;SC;MG
17:00;Domingo;27/10/2013;Bahia;Atlético-PR;-;31ª Rodada;Fonte Nova;1;1;BH;PR;Empate
17:00;Domingo;27/10/2013;Corinthians;Santos;-;31ª Rodada;Fonte Luminosa;1;1;SP;SP;Empate
17:00;Domingo;27/10/2013;Internacional;São Paulo;São Paulo;31ª Rodada;Centenário (RS);2;3;RS;SP;SP
17:00;Domingo;27/10/2013;Ponte Preta;Vasco;Ponte Preta;31ª Rodada;Moisés Lucarelli;2;1;SP;RJ;SP
17:00;Domingo;27/10/2013;Portuguesa;Flamengo;-;31ª Rodada;Castelão (CE);0;0;SP;RJ;Empate
19:30;Domingo;27/10/2013;Coritiba;Grêmio;Coritiba;31ª Rodada;Couto Pereira;4;0;PR;RS;PR
19:30;Domingo;27/10/2013;Fluminense;Vitória;Vitória;31ª Rodada;Maracanã;2;3;RJ;ES;ES
19:30;Domingo;27/10/2013;Náutico;Goiás;Goiás;31ª Rodada;Arena Pernambuco;0;2;PE;GO;GO
20:30;Sábado;02/11/2013;São Paulo;Portuguesa;São Paulo;32ª Rodada;Morumbi;2;1;SP;SP;SP
20:30;Sábado;02/11/2013;Vasco;Coritiba;Vasco;32ª Rodada;Moacyrzão;2;1;RJ;PR;RJ
22:00;Sábado;02/11/2013;Atlético-MG;Náutico;Atlético-MG;32ª Rodada;Independência;5;0;MG;PE;MG
18:00;Domingo;03/11/2013;Goiás;Botafogo;Goiás;32ª Rodada;Serra Dourada;1;0;GO;RJ;GO
18:00;Domingo;03/11/2013;Grêmio;Bahia;-;32ª Rodada;Arena do Grêmio;0;0;RS;BH;Empate
18:00;Domingo;03/11/2013;Santos;Cruzeiro;Cruzeiro;32ª Rodada;Vila Belmiro;0;1;SP;MG;MG
18:00;Domingo;03/11/2013;Vitória;Corinthians;-;32ª Rodada;Barradão;1;1;ES;SP;Empate
20:30;Domingo;03/11/2013;Atlético-PR;Internacional;Atlético-PR;32ª Rodada;Vila Capanema;1;0;PR;RS;PR
20:30;Domingo;03/11/2013;Criciúma;Ponte Preta;-;32ª Rodada;Heriberto Hülse;1;1;SC;SP;Empate
20:30;Domingo;03/11/2013;Flamengo;Fluminense;Flamengo;32ª Rodada;Maracanã;1;0;RJ;RJ;RJ
20:30;Sábado;09/11/2013;Bahia;Atlético-MG;-;33ª Rodada;Fonte Nova;0;0;BH;MG;Empate
20:30;Sábado;09/11/2013;Portuguesa;Coritiba;-;33ª Rodada;Canindé;0;0;SP;PR;Empate
22:00;Sábado;09/11/2013;Flamengo;Goiás;-;33ª Rodada;Maracanã;1;1;RJ;GO;Empate
18:00;Domingo;10/11/2013;Atlético-PR;São Paulo;Atlético-PR;33ª Rodada;Vila Capanema;3;0;PR;SP;PR
18:00;Domingo;10/11/2013;Cruzeiro;Grêmio;Cruzeiro;33ª Rodada;Mineirão;3;0;MG;RS;MG
18:00;Domingo;10/11/2013;Internacional;Botafogo;Internacional;33ª Rodada;Centenário (RS);2;1;RS;RJ;RS
18:00;Domingo;10/11/2013;Ponte Preta;Vitória;Vitória;33ª Rodada;Moisés Lucarelli;0;3;SP;ES;ES
20:30;Domingo;10/11/2013;Corinthians;Fluminense;Corinthians;33ª Rodada;Fonte Luminosa;1;0;SP;RJ;SP
20:30;Domingo;10/11/2013;Náutico;Criciúma;Criciúma;33ª Rodada;Arena Pernambuco;0;1;PE;SC;SC
20:30;Domingo;10/11/2013;Vasco;Santos;-;33ª Rodada;Maracanã;2;2;RJ;SP;Empate
20:30;Quarta-feira;13/11/2013;Goiás;Ponte Preta;Goiás;34ª Rodada;Serra Dourada;2;0;GO;SP;GO
20:30;Quarta-feira;13/11/2013;Grêmio;Vasco;Grêmio;34ª Rodada;Arena do Grêmio;1;0;RS;RJ;RS
22:00;Quarta-feira;13/11/2013;Botafogo;Portuguesa;-;34ª Rodada;Maracanã;0;0;RJ;SP;Empate
22:00;Quarta-feira;13/11/2013;Criciúma;Atlético-PR;Criciúma;34ª Rodada;Heriberto Hülse;2;1;SC;PR;SC
22:50;Quarta-feira;13/11/2013;Coritiba;Corinthians;Corinthians;34ª Rodada;Couto Pereira;0;1;PR;SP;SP
22:50;Quarta-feira;13/11/2013;São Paulo;Flamengo;São Paulo;34ª Rodada;Novelli Júnior;2;0;SP;RJ;SP
22:50;Quarta-feira;13/11/2013;Vitória;Cruzeiro;Cruzeiro;34ª Rodada;Barradão;1;3;ES;MG;MG
20:30;Quinta-feira;14/11/2013;Santos;Bahia;Santos;34ª Rodada;Pacaembu;3;0;SP;BH;SP
22:00;Quinta-feira;14/11/2013;Atlético-MG;Internacional;Atlético-MG;34ª Rodada;Independência;2;1;MG;RS;MG
22:00;Quinta-feira;14/11/2013;Fluminense;Náutico;Fluminense;34ª Rodada;Maracanã;2;0;RJ;PE;RJ
20:30;Sábado;16/11/2013;Botafogo;Atlético-PR;Botafogo;35ª Rodada;Maracanã;4;0;RJ;PR;RJ
22:00;Sábado;16/11/2013;Coritiba;Criciúma;Criciúma;35ª Rodada;Couto Pereira;1;2;PR;SC;SC
18:00;Domingo;17/11/2013;Corinthians;Vasco;-;35ª Rodada;Pacaembu;0;0;SP;RJ;Empate
18:00;Domingo;17/11/2013;Cruzeiro;Ponte Preta;-;35ª Rodada;Parque do Sabiá;2;2;MG;SP;Empate
18:00;Domingo;17/11/2013;Fluminense;São Paulo;Fluminense;35ª Rodada;Maracanã;2;1;RJ;SP;RJ
18:00;Domingo;17/11/2013;Vitória;Santos;Vitória;35ª Rodada;Barradão;2;0;ES;SP;ES
20:30;Domingo;17/11/2013;Goiás;Internacional;Goiás;35ª Rodada;Serra Dourada;3;1;GO;RS;GO
20:30;Domingo;17/11/2013;Grêmio;Flamengo;Grêmio;35ª Rodada;Arena do Grêmio;2;1;RS;RJ;RS
20:30;Domingo;17/11/2013;Náutico;Bahia;Bahia;35ª Rodada;Arena Pernambuco;0;1;PE;BH;BH
20:30;Domingo;17/11/2013;Portuguesa;Atlético-MG;Portuguesa;35ª Rodada;Canindé;2;0;SP;MG;SP
20:30;Sábado;23/11/2013;Criciúma;Vitória;-;36ª Rodada;Heriberto Hülse;1;1;SC;ES;Empate
20:30;Sábado;23/11/2013;Vasco;Cruzeiro;Vasco;36ª Rodada;Maracanã;2;1;RJ;MG;RJ
22:00;Sábado;23/11/2013;Atlético-MG;Goiás;Atlético-MG;36ª Rodada;Independência;4;1;MG;GO;MG
18:00;Domingo;24/11/2013;Atlético-PR;Náutico;Atlético-PR;36ª Rodada;Arena Joinville;6;1;PR;PE;PR
18:00;Domingo;24/11/2013;Flamengo;Corinthians;Flamengo;36ª Rodada;Maracanã;1;0;RJ;SP;RJ
18:00;Domingo;24/11/2013;Ponte Preta;Grêmio;-;36ª Rodada;Moisés Lucarelli;1;1;SP;RS;Empate
18:00;Domingo;24/11/2013;Santos;Fluminense;Santos;36ª Rodada;Prudentão;1;0;SP;RJ;SP
20:30;Domingo;24/11/2013;Bahia;Portuguesa;Bahia;36ª Rodada;Fonte Nova;1;0;BH;SP;BH
20:30;Domingo;24/11/2013;Internacional;Coritiba;-;36ª Rodada;Centenário (RS);0;0;RS;PR;Empate
20:30;Domingo;24/11/2013;São Paulo;Botafogo;-;36ª Rodada;Morumbi;1;1;SP;RJ;Empate
20:30;Sábado;30/11/2013;Fluminense;Atlético-MG;-;37ª Rodada;Maracanã;2;2;RJ;MG;Empate
22:00;Sábado;30/11/2013;Corinthians;Internacional;-;37ª Rodada;Pacaembu;0;0;SP;RS;Empate
18:00;Domingo;01/12/2013;Coritiba;Botafogo;Coritiba;37ª Rodada;Couto Pereira;2;1;PR;RJ;PR
18:00;Domingo;01/12/2013;Criciúma;São Paulo;Criciúma;37ª Rodada;Heriberto Hülse;1;0;SC;SP;SC
18:00;Domingo;01/12/2013;Cruzeiro;Bahia;Bahia;37ª Rodada;Mineirão;1;2;MG;BH;BH
18:00;Domingo;01/12/2013;Ponte Preta;Portuguesa;Portuguesa;37ª Rodada;Moisés Lucarelli;0;2;SP;SP;SP
18:00;Domingo;01/12/2013;Vasco;Náutico;Vasco;37ª Rodada;Maracanã;2;0;RJ;PE;RJ
18:00;Domingo;01/12/2013;Vitória;Flamengo;Vitória;37ª Rodada;Barradão;4;2;ES;RJ;ES
20:30;Domingo;01/12/2013;Grêmio;Goiás;Grêmio;37ª Rodada;Arena do Grêmio;1;0;RS;GO;RS
20:30;Domingo;01/12/2013;Santos;Atlético-PR;Santos;37ª Rodada;Teixeirão;2;1;SP;PR;SP
20:00;Sábado;07/12/2013;Flamengo;Cruzeiro;-;38ª Rodada;Maracanã;1;1;RJ;MG;Empate
20:30;Sábado;07/12/2013;Náutico;Corinthians;Náutico;38ª Rodada;Arena Pernambuco;1;0;PE;SP;PE
18:00;Domingo;08/12/2013;Atlético-MG;Vitória;-;38ª Rodada;Independência;2;2;MG;ES;Empate
18:00;Domingo;08/12/2013;Atlético-PR;Vasco;Atlético-PR;38ª Rodada;Arena Joinville;5;1;PR;RJ;PR
18:00;Domingo;08/12/2013;Bahia;Fluminense;Fluminense;38ª Rodada;Fonte Nova;1;2;BH;RJ;RJ
18:00;Domingo;08/12/2013;Botafogo;Criciúma;Botafogo;38ª Rodada;Maracanã;3;0;RJ;SC;RJ
18:00;Domingo;08/12/2013;Goiás;Santos;Santos;38ª Rodada;Serra Dourada;0;3;GO;SP;SP
18:00;Domingo;08/12/2013;Internacional;Ponte Preta;-;38ª Rodada;Centenário (RS);0;0;RS;SP;Empate
18:00;Domingo;08/12/2013;Portuguesa;Grêmio;-;38ª Rodada;Canindé;0;0;SP;RS;Empate
18:00;Domingo;08/12/2013;São Paulo;Coritiba;Coritiba;38ª Rodada;Novelli Júnior;0;1;SP;PR;PR
18h30;Sábado;19/04/2014;Fluminense;Figueirense;Fluminense;1ª Rodada;Maracanã;3;0;RJ;SC;RJ
18h30;Sábado;19/04/2014;Internacional;Vitória;Internacional;1ª Rodada;Beira Rio;1;0;RS;ES;RS
21h00;Sábado;19/04/2014;Chapecoense;Coritiba;-;1ª Rodada;Arena Condá;0;0;SC;PR;Empate
16h00;Domingo;20/04/2014;Atlético-MG;Corinthians;-;1ª Rodada;Parque do Sabiá;0;0;MG;SP;Empate
16h00;Domingo;20/04/2014;Atlético-PR;Grêmio;Atlético-PR;1ª Rodada;Orlando Scarpelli;1;0;PR;RS;PR
16h00;Domingo;20/04/2014;São Paulo;Botafogo;São Paulo;1ª Rodada;Morumbi;3;0;SP;RJ;SP
16h00;Domingo;20/04/2014;Bahia;Cruzeiro;Cruzeiro;1ª Rodada;Fonte Nova;1;2;BH;MG;MG
18h30;Domingo;20/04/2014;Santos;Sport;-;1ª Rodada;Vila Belmiro;1;1;SP;PE;Empate
18h30;Domingo;20/04/2014;Flamengo;Goiás;-;1ª Rodada;Mané Garrincha;0;0;RJ;GO;Empate
18h30;Domingo;20/04/2014;Criciúma;Palmeiras;Palmeiras;1ª Rodada;Heriberto Hulse;1;2;SC;SP;SP
18h30;Sábado;26/04/2014;Coritiba;Santos;-;2ª Rodada;Couto Pereira;0;0;PR;SP;Empate
21h00;Sábado;26/04/2014;Palmeiras;Fluminense;Fluminense;2ª Rodada;Pacaembu;0;1;SP;RJ;RJ
16h00;Domingo;27/04/2014;Botafogo;Internacional;-;2ª Rodada;Maracanã;2;2;RJ;RS;Empate
16h00;Domingo;27/04/2014;Cruzeiro;São Paulo;-;2ª Rodada;Parque do Sabiá;1;1;MG;SP;Empate
16h00;Domingo;27/04/2014;Vitória;Atlético-PR;-;2ª Rodada;Pituaçu;2;2;ES;PR;Empate
16h00;Domingo;27/04/2014;Corinthians;Flamengo;Corinthians;2ª Rodada;Pacaembu;2;0;SP;RJ;SP
18h30;Domingo;27/04/2014;Goiás;Criciúma;Goiás;2ª Rodada;JK;1;0;GO;SC;GO
18h30;Domingo;27/04/2014;Sport;Chapecoense;Sport;2ª Rodada;Ilha do Retiro;2;1;PE;SC;PE
18h30;Domingo;27/04/2014;Figueirense;Bahia;Bahia;2ª Rodada;Arena Barueri;0;2;SC;BH;BH
18h30;Domingo;27/04/2014;Grêmio;Atlético-MG;Grêmio;2ª Rodada;Arena Grêmio;2;1;RS;MG;RS
18h30;Sábado;03/05/2014;São Paulo;Coritiba;-;3ª Rodada;Pacaembu;2;2;SP;PR;Empate
18h30;Sábado;03/05/2014;Atlético-PR;Cruzeiro;Cruzeiro;3ª Rodada;Mané Garrincha;2;3;PR;MG;MG
18h30;Sábado;03/05/2014;Santos;Grêmio;-;3ª Rodada;Vila Belmiro;0;0;SP;RS;Empate
21h00;Sábado;03/05/2014;Fluminense;Vitória;Vitória;3ª Rodada;Maracanã;1;2;RJ;ES;ES
16h00;Domingo;04/05/2014;Bahia;Botafogo;Bahia;3ª Rodada;Fonte Nova;1;0;BH;RJ;BH
16h00;Domingo;04/05/2014;Internacional;Sport;Internacional;3ª Rodada;Beira Rio;2;1;RS;PE;RS
16h00;Domingo;04/05/2014;Flamengo;Palmeiras;Flamengo;3ª Rodada;Maracanã;4;2;RJ;SP;RJ
16h00;Domingo;04/05/2014;Criciúma;Figueirense;Criciúma;3ª Rodada;Heriberto Hulse;1;0;SC;SC;SC
18h30;Domingo;04/05/2014;Chapecoense;Corinthians;Corinthians;3ª Rodada;Arena Condá;0;1;SC;SP;SP
18h30;Domingo;04/05/2014;Atlético-MG;Goiás;Goiás;3ª Rodada;Independência;0;1;MG;GO;GO
18h30;Sábado;10/05/2014;Internacional;Atlético-PR;Internacional;4ª Rodada;Beira Rio;2;1;RS;PR;RS
18h30;Sábado;10/05/2014;Palmeiras;Goiás;Palmeiras;4ª Rodada;Pacaembu;2;0;SP;GO;SP
21h00;Sábado;10/05/2014;Botafogo;Criciúma;Botafogo;4ª Rodada;Maracanã;6;0;RJ;SC;RJ
16h00;Domingo;11/05/2014;Fluminense;Flamengo;Fluminense;4ª Rodada;Maracanã;2;0;RJ;RJ;RJ
16h00;Domingo;11/05/2014;Chapecoense;Grêmio;Grêmio;4ª Rodada;Arena Condá;1;2;SC;RS;RS
16h00;Domingo;11/05/2014;Atlético-MG;Cruzeiro;Atlético-MG;4ª Rodada;Independência;2;1;MG;MG;MG
16h00;Domingo;11/05/2014;São Paulo;Corinthians;-;4ª Rodada;Arena Barueri;1;1;SP;SP;Empate
18h30;Domingo;11/05/2014;Bahia;Vitória;-;4ª Rodada;Fonte Nova;1;1;BH;ES;Empate
18h30;Domingo;11/05/2014;Coritiba;Sport;Sport;4ª Rodada;Couto Pereira;0;1;PR;PE;PE
18h30;Domingo;11/05/2014;Figueirense;Santos;Santos;4ª Rodada;Estádio do Café;0;2;SC;SP;SP
22h00;Quarta-feira;14/05/2014;Goiás;Botafogo;Goiás;5ª Rodada;Serra Dourada;2;0;GO;RJ;GO
18h30;Sábado;17/05/2014;Cruzeiro;Coritiba;Cruzeiro;5ª Rodada;Mineirão;3;2;MG;PR;MG
16h00;Domingo;18/05/2014;Corinthians;Figueirense;Figueirense;5ª Rodada;Arena Itaquera;0;1;SP;SC;SC
16h00;Domingo;18/05/2014;Grêmio;Fluminense;Grêmio;5ª Rodada;Arena Grêmio;1;0;RS;RJ;RS
16h00;Domingo;18/05/2014;Flamengo;São Paulo;São Paulo;5ª Rodada;Maracanã;0;2;RJ;SP;SP
16h00;Domingo;18/05/2014;Atlético-PR;Chapecoense;-;5ª Rodada;Willie Davids;1;1;PR;SC;Empate
18h30;Domingo;18/05/2014;Vitória;Palmeiras;Palmeiras;5ª Rodada;Pituaçu;0;1;ES;SP;SP
18h30;Domingo;18/05/2014;Santos;Atlético-MG;Atlético-MG;5ª Rodada;Arena Pantanal;1;2;SP;MG;MG
18h30;Domingo;18/05/2014;Criciúma;Internacional;-;5ª Rodada;Heriberto Hulse;0;0;SC;RS;Empate
19h30;Quarta-feira;21/05/2014;Coritiba;Internacional;-;6ª Rodada;Couto Pereira;1;1;PR;RS;Empate
19h30;Quarta-feira;21/05/2014;Flamengo;Bahia;-;6ª Rodada;Cláudio Moacyr;1;1;RJ;BH;Empate
21h00;Quarta-feira;21/05/2014;Cruzeiro;Sport;Cruzeiro;6ª Rodada;Mineirão;2;0;MG;PE;MG
21h00;Quarta-feira;21/05/2014;Criciúma;Chapecoense;Criciúma;6ª Rodada;Heriberto Hulse;1;0;SC;SC;SC
21h50;Quarta-feira;21/05/2014;Grêmio;Botafogo;Grêmio;6ª Rodada;Alfredo Jaconi;2;1;RS;RJ;RS
21h50;Quarta-feira;21/05/2014;Corinthians;Atlético-PR;-;6ª Rodada;Canindé;1;1;SP;PR;Empate
21h50;Quarta-feira;21/05/2014;Fluminense;São Paulo;Fluminense;6ª Rodada;Maracanã;5;2;RJ;SP;RJ
19h30;Quinta-feira;22/05/2014;Palmeiras;Figueirense;Palmeiras;6ª Rodada;Fonte Luminosa;1;0;SP;SC;SP
19h30;Quinta-feira;22/05/2014;Goiás;Santos;-;6ª Rodada;Serra Dourada;2;2;GO;SP;Empate
21h00;Quinta-feira;22/05/2014;Vitória;Atlético-MG;Atlético-MG;6ª Rodada;Jóia da Princesa;2;3;ES;MG;MG
18h30;Sábado;24/05/2014;Bahia;Fluminense;Fluminense;7ª Rodada;Arena Barueri;0;1;BH;RJ;RJ
21h00;Sábado;24/05/2014;São Paulo;Grêmio;São Paulo;7ª Rodada;Morumbi;1;0;SP;RS;SP
16h00;Domingo;25/05/2014;Santos;Flamengo;-;7ª Rodada;Morumbi;0;0;SP;RJ;Empate
16h00;Domingo;25/05/2014;Sport;Corinthians;Corinthians;7ª Rodada;Ilha do Retiro;1;4;PE;SP;SP
16h00;Domingo;25/05/2014;Atlético-PR;Coritiba;Atlético-PR;7ª Rodada;Willie Davids;2;0;PR;PR;PR
16h00;Domingo;25/05/2014;Figueirense;Goiás;Goiás;7ª Rodada;Orlando Scarpelli;0;1;SC;GO;GO
18h30;Domingo;25/05/2014;Botafogo;Vitória;-;7ª Rodada;Cláudio Moacyr;1;1;RJ;ES;Empate
18h30;Domingo;25/05/2014;Atlético-MG;Criciúma;-;7ª Rodada;Ipatingão;0;0;MG;SC;Empate
18h30;Domingo;25/05/2014;Chapecoense;Palmeiras;Chapecoense;7ª Rodada;Arena Condá;2;0;SC;SP;SC
18h30;Domingo;25/05/2014;Internacional;Cruzeiro;Cruzeiro;7ª Rodada;Centenário;1;3;RS;MG;MG
19h30;Quarta-feira;28/05/2014;Sport;Grêmio;-;8ª Rodada;Ilha do Retiro;0;0;PE;RS;Empate
19h30;Quarta-feira;28/05/2014;Criciúma;Coritiba;Criciúma;8ª Rodada;Heriberto Hulse;1;0;SC;PR;SC
19h30;Quarta-feira;28/05/2014;Palmeiras;Botafogo;Botafogo;8ª Rodada;Prudentão;0;2;SP;RJ;RJ
21h00;Quarta-feira;28/05/2014;Goiás;Vitória;-;8ª Rodada;Serra Dourada;0;0;GO;ES;Empate
21h00;Quarta-feira;28/05/2014;Internacional;Chapecoense;Internacional;8ª Rodada;Centenário;2;0;RS;SC;RS
22h00;Quarta-feira;28/05/2014;Atlético-MG;Fluminense;Atlético-MG;8ª Rodada;Ipatingão;2;0;MG;RJ;MG
22h00;Quarta-feira;28/05/2014;Corinthians;Cruzeiro;Corinthians;8ª Rodada;Canindé;1;0;SP;MG;SP
22h00;Quarta-feira;28/05/2014;Atlético-PR;São Paulo;-;8ª Rodada;Parque do Sabiá;2;2;PR;SP;Empate
19h30;Quinta-feira;29/05/2014;Flamengo;Figueirense;-;8ª Rodada;Morumbi;1;1;RJ;SC;Empate
21h00;Quinta-feira;29/05/2014;Bahia;Santos;Santos;8ª Rodada;Jóia da Princesa;0;2;BH;SP;SP
18h30;Sábado;31/05/2014;Coritiba;Goiás;Coritiba;9ª Rodada;Durival de Brito;3;0;PR;GO;PR
18h30;Sábado;31/05/2014;São Paulo;Atlético-MG;São Paulo;9ª Rodada;Morumbi;2;1;SP;MG;SP
21h00;Sábado;31/05/2014;Vitória;Sport;Sport;9ª Rodada;Jóia da Princesa;0;1;ES;PE;PE
16h00;Domingo;01/06/2014;Chapecoense;Bahia;Chapecoense;9ª Rodada;Arena Condá;2;1;SC;BH;SC
16h00;Domingo;01/06/2014;Cruzeiro;Flamengo;Cruzeiro;9ª Rodada;Parque do Sabiá;3;0;MG;RJ;MG
16h00;Domingo;01/06/2014;Grêmio;Palmeiras;-;9ª Rodada;Alfredo Jaconi;0;0;RS;SP;Empate
16h00;Domingo;01/06/2014;Corinthians;Botafogo;-;9ª Rodada;Arena Itaquera;1;1;SP;RJ;Empate
18h30;Domingo;01/06/2014;Fluminense;Internacional;-;9ª Rodada;Cláudio Moacyr;1;1;RJ;RS;Empate
18h30;Domingo;01/06/2014;Santos;Criciúma;Santos;9ª Rodada;1º de Maio;2;0;SP;SC;SP
18h30;Domingo;01/06/2014;Figueirense;Atlético-PR;Atlético-PR;9ª Rodada;Orlando Scarpelli;1;3;SC;PR;PR
21h00;Quarta-feira;04/06/2014;Sport;Bahia;Sport;5ª Rodada;Ilha do Retiro;1;0;PE;BH;PE
19h30;Quarta-feira;16/07/2014;Sport;Botafogo;Sport;10ª Rodada;Ilha do Retiro;1;0;PE;RJ;PE
19h30;Quarta-feira;16/07/2014;Coritiba;Figueirense;Figueirense;10ª Rodada;Couto Pereira;0;2;PR;SC;SC
19h30;Quarta-feira;16/07/2014;Grêmio;Goiás;-;10ª Rodada;Arena Grêmio;0;0;RS;GO;Empate
22h00;Quarta-feira;16/07/2014;Flamengo;Atlético-PR;Atlético-PR;10ª Rodada;Cláudio Moacyr;1;2;RJ;PR;PR
22h00;Quarta-feira;16/07/2014;Criciúma;Fluminense;Criciúma;10ª Rodada;Heriberto Hulse;3;2;SC;RJ;SC
22h00;Quarta-feira;16/07/2014;Bahia;São Paulo;São Paulo;10ª Rodada;Fonte Nova;0;2;BH;SP;SP
19h30;Quinta-feira;17/07/2014;Santos;Palmeiras;Santos;10ª Rodada;Vila Belmiro;2;0;SP;SP;SP
19h30;Quinta-feira;17/07/2014;Corinthians;Internacional;Corinthians;10ª Rodada;Arena Itaquera;2;1;SP;RS;SP
21h00;Quinta-feira;17/07/2014;Cruzeiro;Vitória;Cruzeiro;10ª Rodada;Mineirão;3;1;MG;ES;MG
18h30;Sábado;19/07/2014;Atlético-MG;Bahia;-;11ª Rodada;Independência;1;1;MG;BH;Empate
18h30;Sábado;19/07/2014;São Paulo;Chapecoense;Chapecoense;11ª Rodada;Morumbi;0;1;SP;SC;SC
18h30;Sábado;19/07/2014;Figueirense;Grêmio;Grêmio;11ª Rodada;Orlando Scarpelli;0;1;SC;RS;RS
21h00;Sábado;19/07/2014;Botafogo;Coritiba;Botafogo;11ª Rodada;Raulino de Oliveira;1;0;RJ;PR;RJ
16h00;Domingo;20/07/2014;Internacional;Flamengo;Internacional;11ª Rodada;Beira Rio;4;0;RS;RJ;RS
16h00;Domingo;20/07/2014;Palmeiras;Cruzeiro;Cruzeiro;11ª Rodada;Pacaembu;1;2;SP;MG;MG
16h00;Domingo;20/07/2014;Vitória;Corinthians;-;11ª Rodada;Barradão;0;0;ES;SP;Empate
18h30;Domingo;20/07/2014;Fluminense;Santos;Fluminense;11ª Rodada;Raulino de Oliveira;1;0;RJ;SP;RJ
18h30;Domingo;20/07/2014;Goiás;Sport;-;11ª Rodada;Serra Dourada;0;0;GO;PE;Empate
18h30;Domingo;20/07/2014;Atlético-PR;Criciúma;Atlético-PR;11ª Rodada;Arena da Baixada;2;0;PR;SC;PR
18h30;Sábado;26/07/2014;Santos;Chapecoense;Santos;12ª Rodada;Vila Belmiro;3;0;SP;SC;SP
18h30;Sábado;26/07/2014;Criciúma;Vitória;Vitória;12ª Rodada;Heriberto Hulse;1;3;SC;ES;ES
18h30;Sábado;26/07/2014;Cruzeiro;Figueirense;Cruzeiro;12ª Rodada;Mineirão;5;0;MG;SC;MG
21h00;Sábado;26/07/2014;Bahia;Internacional;Internacional;12ª Rodada;Fonte Nova;0;1;BH;RS;RS
16h00;Domingo;27/07/2014;Goiás;São Paulo;Goiás;12ª Rodada;Serra Dourada;2;1;GO;SP;GO
16h00;Domingo;27/07/2014;Corinthians;Palmeiras;Corinthians;12ª Rodada;Arena Itaquera;2;0;SP;SP;SP
16h00;Domingo;27/07/2014;Atlético-PR;Fluminense;Fluminense;12ª Rodada;Arena da Baixada;0;3;PR;RJ;RJ
16h00;Domingo;27/07/2014;Sport;Atlético-MG;Sport;12ª Rodada;Ilha do Retiro;2;1;PE;MG;PE
18h30;Domingo;27/07/2014;Grêmio;Coritiba;Coritiba;12ª Rodada;Arena Grêmio;2;3;RS;PR;PR
18h30;Domingo;27/07/2014;Flamengo;Botafogo;Flamengo;12ª Rodada;Maracanã;1;0;RJ;RJ;RJ
18h30;Sábado;02/08/2014;São Paulo;Criciúma;-;13ª Rodada;Morumbi;1;1;SP;SC;Empate
18h30;Sábado;02/08/2014;Botafogo;Cruzeiro;-;13ª Rodada;Maracanã;1;1;RJ;MG;Empate
21h00;Sábado;02/08/2014;Vitória;Grêmio;Vitória;13ª Rodada;Barradão;2;1;ES;RS;ES
16h00;Domingo;03/08/2014;Chapecoense;Flamengo;Chapecoense;13ª Rodada;Arena Condá;1;0;SC;RJ;SC
16h00;Domingo;03/08/2014;Palmeiras;Bahia;-;13ª Rodada;Pacaembu;1;1;SP;BH;Empate
16h00;Domingo;03/08/2014;Coritiba;Corinthians;-;13ª Rodada;Couto Pereira;0;0;PR;SP;Empate
16h00;Domingo;03/08/2014;Figueirense;Sport;Figueirense;13ª Rodada;Orlando Scarpelli;3;0;SC;PE;SC
18h30;Domingo;03/08/2014;Internacional;Santos;Internacional;13ª Rodada;Beira Rio;1;0;RS;SP;RS
18h30;Domingo;03/08/2014;Atlético-MG;Atlético-PR;Atlético-MG;13ª Rodada;Independência;3;1;MG;PR;MG
18h30;Domingo;03/08/2014;Fluminense;Goiás;Fluminense;13ª Rodada;Maracanã;2;0;RJ;GO;RJ
21h00;Quarta-feira;06/08/2014;Chapecoense;Atlético-MG;-;10ª Rodada;Arena Condá;1;1;SC;MG;Empate
18h30;Sábado;09/08/2014;Criciúma;Cruzeiro;-;14ª Rodada;Heriberto Hulse;0;0;SC;MG;Empate
18h30;Sábado;09/08/2014;Bahia;Goiás;Bahia;14ª Rodada;Fonte Nova;1;0;BH;GO;BH
